rank,university_name,country
1,University of Oxford,United Kingdom
2,Massachusetts Institute of Technology,United States
3,Harvard University,United States
4,Princeton University,United States
5,University of Cambridge,United Kingdom
6,Stanford University,United States
7,California Institute of Technology,United States
8,"University of California, Berkeley",United States
9,Imperial College London,United Kingdom
10,Yale University,United States
11,ETH Zurich,Switzerland
12,Tsinghua University,China
13,Peking University,China
=14,The University of Chicago,United States
=14,University of Pennsylvania,United States
16,Johns Hopkins University,United States
17,National University of Singapore,Singapore
=18,Columbia University,United States
=18,"University of California, Los Angeles",United States
20,Cornell University,United States
21,University of Toronto,Canada
=22,UCL,United Kingdom
=22,University of Michigan-Ann Arbor,United States
24,Carnegie Mellon University,United States
25,University of Washington,United States
26,Technical University of Munich,Germany
27,Duke University,United States
28,The University of Tokyo,Japan
29,University of Edinburgh,United Kingdom
30,"Nanyang Technological University, Singapore",Singapore
31,Northwestern University,United States
32,École Polytechnique Fédérale de Lausanne,Switzerland
33,New York University,United States
34,"University of California, San Diego",United States
35,University of Hong Kong,Hong Kong
=36,Fudan University,China
=36,King’s College London,United Kingdom
38,LMU Munich,Germany
39,University of Melbourne,Australia
40,Georgia Institute of Technology,United States
41,University of British Columbia,Canada
42,Paris Sciences et Lettres – PSL Research University Paris,France
43,KU Leuven,Belgium
44,The Chinese University of Hong Kong,Hong Kong
45,McGill University,Canada
46,University of Illinois at Urbana-Champaign,United States
=47,Universität Heidelberg,Germany
=47,Zhejiang University,China
49,Karolinska Institute,Sweden
=50,London School of Economics and Political Science,United Kingdom
=50,University of Texas at Austin,United States
52,Shanghai Jiao Tong University,China
=53,University of Manchester,United Kingdom
=53,University of Science and Technology of China,China
55,Kyoto University,Japan
=56,Delft University of Technology,Netherlands
=56,University of Wisconsin-Madison,United States
=58,Brown University,United States
=58,Monash University,Australia
=58,University of Amsterdam,Netherlands
61,The University of Sydney,Australia
=62,Seoul National University,South Korea
=62,"University of California, Davis",United States
64,Université Paris-Saclay,France
65,Nanjing University,China
66,The Hong Kong University of Science and Technology,Hong Kong
=67,"University of California, Santa Barbara",United States
=67,Wageningen University & Research,Netherlands
69,Washington University in St Louis,United States
70,University of North Carolina at Chapel Hill,United States
71,Institut Polytechnique de Paris,France
72,University of Southern California,United States
=73,Australian National University,Australia
=73,Leiden University,Netherlands
75,Boston University,United States
76,Sorbonne University,France
77,The University of Queensland,Australia
78,City University of Hong Kong,Hong Kong
78,University of Bristol,United Kingdom
79,Purdue University West Lafayette,United States
=80,University of Groningen,Netherlands
82,Korea Advanced Institute of Science and Technology,South Korea
83,UNSW Sydney,Australia
=84,Humboldt University of Berlin,Germany
=84,The Hong Kong Polytechnic University,Hong Kong
=84,University of Massachusetts,United States
=87,University of Glasgow,United Kingdom
=87,University of Minnesota,United States
89,University of Bonn,Germany
=90,"University of California, Irvine",United States
=90,Vanderbilt University,United States
92,RWTH Aachen University,Germany
=93,Charité - Universitätsmedizin Berlin,Germany
=93,University of Birmingham,United Kingdom
=95,KTH Royal Institute of Technology,Sweden
=95,Lund University,Sweden
97,University of Copenhagen,Denmark
=98,Emory University,United States
=98,University of Sheffield,United Kingdom
=100,Penn State,United States
=100,University of Tübingen,Germany
=102,Sungkyunkwan University,South Korea
=102,Yonsei University,South Korea
=104,Free University of Berlin,Germany
=104,University of Bern,Switzerland
106,University of Warwick,United Kingdom
=107,Erasmus University Rotterdam,Netherlands
=107,Lomonosov Moscow State University,Russian Federation
=107,University of Helsinki,Finland
=110,Aarhus University,Denmark
=110,University of Vienna,Austria
=112,Ghent University,Belgium
=112,Rice University,United States
=112,"University of Maryland, College Park",United States
115,University of Southampton,United Kingdom
=116,McMaster University,Canada
=116,Ohio State University,United States
=116,University of Alberta,Canada
=116,University of Oslo,Norway
120,Tohoku University,Japan
121,University of Göttingen,Germany
122,Michigan State University,United States
123,University of Leeds,United Kingdom
124,Technical University of Denmark,Denmark
125,Université de Montréal,Canada
126,University of Basel,Switzerland
127,University of Rochester,United States
=128,University of Adelaide,Australia
=128,University of Freiburg,Germany
=130,University of Florida,United States
=130,Uppsala University,Sweden
=132,Maastricht University,Netherlands
=132,University of Hamburg,Germany
=134,University of Lausanne,Switzerland
=134,Wuhan University,China
=136,University of Arizona,United States
=136,University of Nottingham,United Kingdom
=136,Vrije Universiteit Amsterdam,Netherlands
139,Trinity College Dublin,Ireland
140,Technical University of Berlin,Germany
=141,Queen Mary University of London,United Kingdom
=141,University of Pittsburgh-Pittsburgh campus,United States
=143,Radboud University Nijmegen,Netherlands
=143,Texas A&M University,United States
=143,University of Colorado Boulder,United States
=146,Beijing Normal University,China
=146,University of Bologna,Italy
=146,University of York,United Kingdom
=149,The University of Western Australia,Australia
=149,University of Barcelona,Spain
151,Pohang University of Science and Technology,South Korea
=152,Harbin Institute of Technology,China
=152,University of Auckland,New Zealand
=154,Scuola Normale Superiore di Pisa,Italy
=154,Tongji University,China
=154,University of Technology Sydney,Australia
=157,Newcastle University,United Kingdom
=157,University of Cologne,Germany
159,Case Western Reserve University,United States
=160,TU Dresden,Germany
=160,University of Liverpool,United Kingdom
162,The University of Osaka,Japan
=163,University of Virginia,United States
=163,University of Waterloo,Canada
=163,University of Würzburg,Germany
=166,Huazhong University of Science and Technology,China
=166,Karlsruhe Institute of Technology,Germany
=168,Dartmouth College,United States
=168,Lancaster University,United Kingdom
=168,University of Antwerp,Belgium
171,University of Geneva,Switzerland
=172,Durham University,United Kingdom
=172,National Taiwan University,Taiwan
=172,University of Exeter,United Kingdom
175,Université Catholique de Louvain,Belgium
=176,King Fahd University of Petroleum and Minerals,Saudi Arabia
=176,Pompeu Fabra University,Spain
178,Macquarie University,Australia
179,Tufts University,United States
=180,University of Cape Town,South Africa
=180,University of Macau,Macao
=180,University of Twente,Netherlands
=183,Southern University of Science and Technology,China
=183,Université Paris Cité,France
=185,Eindhoven University of Technology,Netherlands
=185,Sapienza University of Rome,Italy
=185,University of St Andrews,United Kingdom
188,University of Münster,Germany
=189,Indiana University,United States
=189,Korea University,South Korea
=191,Abu Dhabi University,United Arab Emirates
=191,Stockholm University,Sweden
=191,University of Leicester,United Kingdom
=191,University of Ottawa,Canada
195,Tokyo Institute of Technology,Japan
=196,Aalto University,Finland
=196,"University of California, Santa Cruz",United States
=196,University of Notre Dame,United States
=199,Ulm University,Germany
=199,Universitat Autònoma de Barcelona,Spain
=199,University of Mannheim,Germany
=199,University of São Paulo,Brazil
201–250,Arizona State University,United States
201–250,Beijing Institute of Technology,China
201–250,Cardiff University,United Kingdom
201–250,Chalmers University of Technology,Sweden
201–250,Deakin University,Australia
201–250,Friedrich Schiller University Jena,Germany
201–250,Georgetown University,United States
201–250,George Washington University,United States
201–250,Goethe University Frankfurt,Germany
201–250,Indian Institute of Science,India
201–250,Khalifa University,United Arab Emirates
201–250,Linköping University,Sweden
201–250,Medical University of Graz,Austria
201–250,Medical University of Vienna,Austria
201–250,Nagoya University,Japan
201–250,Nankai University,China
201–250,"Northeastern University, US",United States
201–250,Politecnico di Milano,Italy
201–250,Qatar University,Qatar
201–250,Queensland University of Technology,Australia
201–250,Queen’s University Belfast,United Kingdom
201–250,Sant’Anna School of Advanced Studies – Pisa,Italy
201–250,Sejong University,South Korea
201–250,Sichuan University,China
201–250,Sun Yat-sen University,China
201–250,Tel Aviv University,Israel
201–250,Tianjin University,China
201–250,Ulsan National Institute of Science and Technology,South Korea
201–250,Université Libre de Bruxelles,Belgium
201–250,Universiti Teknologi Petronas,Malaysia
201–250,University College Dublin,Ireland
201–250,University of Aberdeen,United Kingdom
201–250,University of Calgary,Canada
201–250,University of Erlangen-Nuremberg,Germany
201–250,University of Gothenburg,Sweden
201–250,University of Illinois Chicago,United States
201–250,University of Luxembourg,Luxembourg
201–250,University of Miami,United States
201–250,University of Padua,Italy
201–250,University of Potsdam,Germany
201–250,University of Reading,United Kingdom
201–250,University of Surrey,United Kingdom
201–250,University of Sussex,United Kingdom
201–250,University of Utah,United States
201–250,University of Wollongong,Australia
201–250,Vita-Salute San Raffaele University,Italy
201–250,Vrije Universiteit Brussel,Belgium
201–250,Western University,Canada
201–250,Xi’an Jiaotong University,China
251–300,Aalborg University,Denmark
251–300,Beihang University,China
251–300,Boston College,United States
251–300,Curtin University,Australia
251–300,East China Normal University,China
251–300,École Normale Supérieure de Lyon,France
251–300,Hanyang University,South Korea
251–300,Heinrich Heine University Düsseldorf,Germany
251–300,Hong Kong Baptist University,Hong Kong
251–300,Humanitas University,Italy
251–300,Johannes Gutenberg University of Mainz,Germany
251–300,King Saud University,Saudi Arabia
251–300,Kyung Hee University,South Korea
251–300,LUT University,Finland
251–300,La Trobe University,Australia
251–300,Lebanese American University,Lebanon
251–300,Macau University of Science and Technology,Macao
251–300,Medical University of Innsbruck,Austria
251–300,Moscow Institute of Physics and Technology,Russian Federation
251–300,North Carolina State University,United States
251–300,Northwestern Polytechnical University,China
251–300,Prince Mohammad Bin Fahd University,Saudi Arabia
251–300,RCSI University of Medicine and Health Sciences,Ireland
251–300,RMIT University,Australia
251–300,Semmelweis University,Hungary
251–300,South China University of Technology,China
251–300,Southern Medical University,China
251–300,Stony Brook University,United States
251–300,Swinburne University of Technology,Australia
251–300,Technical University of Darmstadt,Germany
251–300,Tilburg University,Netherlands
251–300,United Arab Emirates University,United Arab Emirates
251–300,Université Laval,Canada
251–300,University at Buffalo,United States
251–300,University of Bath,United Kingdom
251–300,University of Bergen,Norway
251–300,"University of California, Riverside",United States
251–300,University of Duisburg-Essen,Germany
251–300,University of East Anglia,United Kingdom
251–300,University of Hawai’i at Mānoa,United States
251–300,University of Iowa,United States
251–300,University of Konstanz,Germany
251–300,University of Liège,Belgium
251–300,University of Malaya,Malaysia
251–300,University of Navarra,Spain
251–300,University of Newcastle,Australia
251–300,University of Oulu,Finland
251–300,University of Southern Denmark,Denmark
251–300,University of Stuttgart,Germany
251–300,University of Tasmania,Australia
251–300,Virginia Polytechnic Institute and State University,United States
301–350,"Birkbeck, University of London",United Kingdom
301–350,"China Medical University, Taiwan",Taiwan
301–350,Dalhousie University,Canada
301–350,Flinders University,Australia
301–350,Florida State University,United States
301–350,Griffith University,Australia
301–350,Hasselt University,Belgium
301–350,Hebrew University of Jerusalem,Israel
301–350,Hunan University,China
301–350,King Khalid University,Saudi Arabia
301–350,Kyushu University,Japan
301–350,Loughborough University,United Kingdom
301–350,Norwegian University of Science and Technology,Norway
301–350,Oregon Health and Science University,United States
301–350,Queen’s University,Canada
301–350,Ruhr University Bochum,Germany
301–350,Rutgers University–New Brunswick,United States
301–350,Sharif University of Technology,Iran
301–350,Simon Fraser University,Canada
301–350,Southeast University,China
301–350,Stellenbosch University,South Africa
301–350,"St George’s, University of London",United Kingdom
301–350,Swansea University,United Kingdom
301–350,Tampere University,Finland
301–350,Technion Israel Institute of Technology,Israel
301–350,The University of Tennessee-Knoxville,United States
301–350,TU Wien,Austria
301–350,Università Cattolica del Sacro Cuore,Italy
301–350,Università della Svizzera italiana,Switzerland
301–350,University of Bayreuth,Germany
301–350,University of Bremen,Germany
301–350,University of Colorado Denver/Anschutz Medical Campus,United States
301–350,University of Connecticut,United States
301–350,University of Dundee,United Kingdom
301–350,University of Electronic Science and Technology of China,China
301–350,University of Hohenheim,Germany
301–350,University of Innsbruck,Austria
301–350,University of Kiel,Germany
301–350,University of Milan,Italy
301–350,University of Pavia,Italy
301–350,University of Rome II – Tor Vergata,Italy
301–350,University of Sharjah,United Arab Emirates
301–350,University of South Australia,Australia
301–350,University of Tartu,Estonia
301–350,University of the Witwatersrand,South Africa
301–350,University of Trento,Italy
301–350,University of Turku,Finland
301–350,University of Victoria,Canada
301–350,Western Sydney University,Australia
301–350,Xiamen University,China
351–400,Amirkabir University of Technology,Iran
351–400,Aston University,United Kingdom
351–400,Autonomous University of Madrid,Spain
351–400,Bauman Moscow State Technical University,Russian Federation
351–400,Brunel University of London,United Kingdom
351–400,"City, University of London",United Kingdom
351–400,Daegu Gyeongbuk Institute of Science and Technology,South Korea
351–400,Drexel University,United States
351–400,Dublin City University,Ireland
351–400,Edith Cowan University,Australia
351–400,Free University of Bozen-Bolzano,Italy
351–400,Hokkaido University,Japan
351–400,Illinois Institute of Technology,United States
351–400,IMT Atlantique,France
351–400,Institut Agro,France
351–400,Iran University of Science and Technology,Iran
351–400,Justus Liebig University Giessen,Germany
351–400,King Abdulaziz University,Saudi Arabia
351–400,Koç University,Turkey
351–400,Leibniz University Hannover,Germany
351–400,Middle East Technical University,Turkey
351–400,Montpellier University,France
351–400,Sabancı University,Turkey
351–400,Shenzhen University,China
351–400,Swedish University of Agricultural Sciences,Sweden
351–400,Temple University,United States
351–400,Umeå University,Sweden
351–400,Université Grenoble Alpes,France
351–400,University College Cork,Ireland
351–400,University of Brescia,Italy
351–400,University of Campinas,Brazil
351–400,University of Delaware,United States
351–400,University of Essex,United Kingdom
351–400,University of Florence,Italy
351–400,University of Galway,Ireland
351–400,University of Georgia,United States
351–400,University of Kansas,United States
351–400,University of Kent,United Kingdom
351–400,University of Milan-Bicocca,Italy
351–400,University of Naples Federico II,Italy
351–400,University of Otago,New Zealand
351–400,University of Pisa,Italy
351–400,University of Saskatchewan,Canada
351–400,University of Siena,Italy
351–400,University of Southern Queensland,Australia
351–400,University of South Florida,United States
351–400,University of St Gallen,Switzerland
351–400,University of Strathclyde,United Kingdom
351–400,University of Tsukuba,Japan
351–400,Zayed University,United Arab Emirates
401–500,Aix-Marseille University,France
401–500,Ajman University,United Arab Emirates
401–500,Al Ain University,United Arab Emirates
401–500,American University of the Middle East,Kuwait
401–500,Anna University,India
401–500,"Asia University, Taiwan",Taiwan
401–500,Auckland University of Technology,New Zealand
401–500,Australian Catholic University,Australia
401–500,Bangor University,United Kingdom
401–500,Beijing University of Chemical Technology,China
401–500,Bond University,Australia
401–500,Bournemouth University,United Kingdom
401–500,Brandeis University,United States
401–500,Charles Darwin University,Australia
401–500,Charles University,Czechia
401–500,Chongqing University,China
401–500,Chung-Ang University,South Korea
401–500,Claude Bernard University Lyon 1,France
401–500,Colorado School of Mines,United States
401–500,"Colorado State University, Fort Collins",United States
401–500,Dalian University of Technology,China
401–500,Federation University Australia,Australia
401–500,Florida International University,United States
401–500,George Mason University,United States
401–500,Gwangju Institute of Science and Technology,South Korea
401–500,Heriot-Watt University,United Kingdom
401–500,HSE University,Russian Federation
401–500,Iowa State University,United States
401–500,James Cook University,Australia
401–500,Johannes Kepler University of Linz,Austria
401–500,Kermanshah University of Medical Sciences,Iran
401–500,Leuphana University of Lüneburg,Germany
401–500,Mahatma Gandhi University,India
401–500,Missouri University of Science and Technology,United States
401–500,Mohammed VI Polytechnic University,Morocco
401–500,Murdoch University,Australia
401–500,National Taiwan University of Science and Technology,Taiwan
401–500,National Tsing Hua University,Taiwan
401–500,National Yang Ming Chiao Tung University,Taiwan
401–500,Northumbria University,United Kingdom
401–500,Polytechnic University of Turin,Italy
401–500,Prince Sultan University,Saudi Arabia
401–500,Quaid-i-Azam University,Pakistan
401–500,Rensselaer Polytechnic Institute,United States
401–500,"Royal Holloway, University of London",United Kingdom
401–500,Saint Louis University,United States
401–500,Saveetha Institute of Medical and Technical Sciences,India
401–500,Shanghai University,China
401–500,Shoolini University of Biotechnology and Management Sciences,India
401–500,SOAS University of London,United Kingdom
401–500,Stevens Institute of Technology,United States
401–500,Sunway University,Malaysia
401–500,Syracuse University,United States
401–500,Taipei Medical University,Taiwan
401–500,Tokyo Medical and Dental University,Japan
401–500,TU Dortmund University,Germany
401–500,Tulane University,United States
401–500,Umm Al-Qura University,Saudi Arabia
401–500,Universiti Kebangsaan Malaysia,Malaysia
401–500,Universiti Sains Malaysia,Malaysia
401–500,Universiti Teknologi Malaysia,Malaysia
401–500,Universiti Utara Malaysia,Malaysia
401–500,University of Bordeaux,France
401–500,"University of California, Merced",United States
401–500,University of Canberra,Australia
401–500,University of Central Florida,United States
401–500,University of Coimbra,Portugal
401–500,University of Cyprus,Cyprus
401–500,University of Fribourg,Switzerland
401–500,University of Genoa,Italy
401–500,University of Greifswald,Germany
401–500,University of Guelph,Canada
401–500,University of Houston,United States
401–500,University of Hull,United Kingdom
401–500,University of Johannesburg,South Africa
401–500,University of Jyväskylä,Finland
401–500,University of Kentucky,United States
401–500,University of Lisbon,Portugal
401–500,University of Manitoba,Canada
401–500,University of Marburg,Germany
401–500,University of Nebraska-Lincoln,United States
401–500,University of Oregon,United States
401–500,University of Porto,Portugal
401–500,University of Portsmouth,United Kingdom
401–500,University of South Carolina-Columbia,United States
401–500,University of Stirling,United Kingdom
401–500,University of Tehran,Iran
401–500,University of Texas at Dallas,United States
401–500,University of Toulouse,France
401–500,University of Turin,Italy
401–500,University of Vaasa,Finland
401–500,University of Waikato,New Zealand
401–500,Verona University,Italy
401–500,Victoria University,Australia
401–500,Victoria University of Wellington,New Zealand
401–500,Virginia Commonwealth University,United States
401–500,Wake Forest University,United States
401–500,Washington State University,United States
401–500,York University,Canada
501–600,Åbo Akademi University,Finland
501–600,Ajou University,South Korea
501–600,American University of Beirut,Lebanon
501–600,Anglia Ruskin University,United Kingdom
501–600,Applied Science Private University,Jordan
501–600,Arabian Gulf University,Bahrain
501–600,Babol Noshirvani University of Technology,Iran
501–600,Ben-Gurion University of the Negev,Israel
501–600,Ca’ Foscari University of Venice,Italy
501–600,Campus Bio-Medico University of Rome,Italy
501–600,Carleton University,Canada
501–600,Centrale Nantes,France
501–600,Central Queensland University,Australia
501–600,"China University of Petroleum, Beijing",China
501–600,Complutense University of Madrid,Spain
501–600,Concordia University,Canada
501–600,Constructor University,Germany
501–600,Donghua University,China
501–600,École Nationale des Ponts et Chaussées - Institut Polytechnique de Paris,France
501–600,Edinburgh Napier University,United Kingdom
501–600,Egypt-Japan University of Science and Technology,Egypt
501–600,ENSTA Bretagne,France
501–600,Georgia State University,United States
501–600,"Goldsmiths, University of London",United Kingdom
501–600,Hamburg University of Technology,Germany
501–600,Imam Abdulrahman Bin Faisal University,Saudi Arabia
501–600,Indian Institute of Technology Indore,India
501–600,Istanbul Technical University,Turkey
501–600,Jamia Millia Islamia,India
501–600,Jiangsu University,China
501–600,Jinan University,China
501–600,Keele University,United Kingdom
501–600,Konkuk University,South Korea
501–600,Kyungpook National University,South Korea
501–600,Lincoln University,New Zealand
501–600,Massey University,New Zealand
501–600,Maynooth University,Ireland
501–600,Memorial University of Newfoundland,Canada
501–600,Middlesex University,United Kingdom
501–600,Mizzou - University of Missouri,United States
501–600,National and Kapodistrian University of Athens,Greece
501–600,National Cheng Kung University,Taiwan
501–600,National Research Nuclear University MEPhI,Russian Federation
501–600,National Taiwan Normal University,Taiwan
501–600,National Yunlin University of Science and Technology,Taiwan
501–600,Nazarbayev University,Kazakhstan
501–600,New Jersey Institute of Technology,United States
501–600,NOVA University of Lisbon,Portugal
501–600,Örebro University,Sweden
501–600,Paderborn University,Germany
501–600,Peter the Great St Petersburg Polytechnic University,Russian Federation
501–600,Polytechnic University of Bari,Italy
501–600,Pontificia Universidad Católica de Chile,Chile
501–600,Princess Nourah bint Abdulrahman University,Saudi Arabia
501–600,Pusan National University,South Korea
501–600,Roskilde University,Denmark
501–600,Royal Veterinary College,United Kingdom
501–600,Rush University,United States
501–600,Shiraz University of Technology,Iran
501–600,"Soochow University, China",China
501–600,Southern Cross University,Australia
501–600,SUNY University at Albany,United States
501–600,Tehran University of Medical Sciences,Iran
501–600,The University of Tulsa,United States
501–600,Tomsk State University,Russian Federation
501–600,TU Braunschweig,Germany
501–600,UEH University,Vietnam
501–600,Université du Québec,Canada
501–600,Universiti Brunei Darussalam,Brunei Darussalam
501–600,University of Arkansas,United States
501–600,University of Bradford,United Kingdom
501–600,University of Canterbury,New Zealand
501–600,University of Eastern Finland,Finland
501–600,University of Ferrara,Italy
501–600,University of Graz,Austria
501–600,University of Greenwich,United Kingdom
501–600,University of Huddersfield,United Kingdom
501–600,University of Iceland,Iceland
501–600,University of International Business and Economics,China
501–600,University of Klagenfurt,Austria
501–600,University of KwaZulu-Natal,South Africa
501–600,University of Limerick,Ireland
501–600,University of Messina,Italy
501–600,University of Modena and Reggio Emilia,Italy
501–600,University of Nebraska Medical Center,United States
501–600,University of Neuchâtel,Switzerland
501–600,University of Nicosia,Cyprus
501–600,University of Passau,Germany
501–600,University of Plymouth,United Kingdom
501–600,University of Salerno,Italy
501–600,University of Siegen,Germany
501–600,University of Trieste,Italy
501–600,University of Ulsan,South Korea
501–600,University of Valencia,Spain
501–600,University of Windsor,Canada
501–600,University of Wuppertal,Germany
501–600,UPES,India
501–600,Wayne State University,United States
501–600,Wroclaw Medical University,Poland
501–600,Yangzhou University,China
601–800,Aberystwyth University,United Kingdom
601–800,Air University,Pakistan
601–800,Al-Ahliyya Amman University,Jordan
601–800,Alborz University of Medical Sciences,Iran
601–800,Alfaisal University,Saudi Arabia
601–800,Aligarh Muslim University,India
601–800,American University,United States
601–800,American University in Cairo,Egypt
601–800,American University of Sharjah,United Arab Emirates
601–800,"Amity University, Noida",India
601–800,Auburn University,United States
601–800,Babol University of Medical Sciences,Iran
601–800,Banaras Hindu University,India
601–800,Baqiyatallah University of Medical Sciences,Iran
601–800,Bar-Ilan University,Israel
601–800,Baylor University,United States
601–800,Beirut Arab University,Lebanon
601–800,Bilkent University,Turkey
601–800,"Birla Institute of Technology and Science, Pilani",India
601–800,Boğaziçi University,Turkey
601–800,Capital Medical University,China
601–800,Capital University of Science and Technology,Pakistan
601–800,Chang Gung University,Taiwan
601–800,Chitkara University,India
601–800,Chulalongkorn University,Thailand
601–800,Clark University,United States
601–800,COMSATS University Islamabad,Pakistan
601–800,Coventry University,United Kingdom
601–800,Cyprus International University,Northern Cyprus
601–800,Cyprus University of Technology,Cyprus
601–800,De Montfort University,United Kingdom
601–800,Duy Tan University,Vietnam
601–800,East China University of Science and Technology,China
601–800,Eastern Mediterranean University,Northern Cyprus
601–800,École Centrale de Lyon,France
601–800,École des Mines de Saint-Étienne,France
601–800,École Nationale des Travaux Publics de l'État,France
601–800,Empress Catherine II Saint Petersburg Mining University,Russian Federation
601–800,Ewha Womans University,South Korea
601–800,Federal University of Rio de Janeiro,Brazil
601–800,Florida Atlantic University,United States
601–800,Future University in Egypt,Egypt
601–800,Fuzhou University,China
601–800,Gachon University,South Korea
601–800,Golestan University,Iran
601–800,Gorgan University of Agricultural Sciences and Natural Resources,Iran
601–800,Government College University Faisalabad,Pakistan
601–800,Graz University of Technology,Austria
601–800,Guangdong University of Technology,China
601–800,Guangzhou University,China
601–800,Harokopio University of Athens,Greece
601–800,Hiroshima University,Japan
601–800,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia
601–800,Indian Institute of Technology Patna,India
601–800,Innopolis University,Russian Federation
601–800,"International Institute of Information Technology, Hyderabad",India
601–800,Iran University of Medical Sciences,Iran
601–800,ISCTE-University Institute of Lisbon,Portugal
601–800,Isfahan University of Technology,Iran
601–800,Jagiellonian University,Poland
601–800,Jiangnan University,China
601–800,Jönköping University,Sweden
601–800,Juntendo University,Japan
601–800,Kafrelsheikh University,Egypt
601–800,Kansas State University,United States
601–800,Keio University,Japan
601–800,KIIT University,India
601–800,King Faisal University,Saudi Arabia
601–800,Kobe University,Japan
601–800,Kurdistan University of Medical Sciences,Iran
601–800,Lehigh University,United States
601–800,Liverpool John Moores University,United Kingdom
601–800,London Metropolitan University,United Kingdom
601–800,London South Bank University,United Kingdom
601–800,Lorestan University of Medical Sciences,Iran
601–800,Louisiana State University,United States
601–800,Lovely Professional University,India
601–800,Mahidol University,Thailand
601–800,Majmaah University,Saudi Arabia
601–800,Malaviya National Institute of Technology,India
601–800,Manchester Metropolitan University,United Kingdom
601–800,Mansoura University,Egypt
601–800,Marche Polytechnic University,Italy
601–800,Masaryk University,Czechia
601–800,Mazandaran University of Medical Sciences,Iran
601–800,Mississippi State University,United States
601–800,Nanjing Forestry University,China
601–800,Nanjing Tech University,China
601–800,Nanjing University of Aeronautics and Astronautics,China
601–800,Nantes Université,France
601–800,National Institute of Applied Sciences of Lyon,France
601–800,National Sun Yat-Sen University,Taiwan
601–800,National University of Science and Technology,Russian Federation
601–800,National University of Sciences and Technology,Pakistan
601–800,Near East University,Northern Cyprus
601–800,"Northeastern University, China",China
601–800,Nottingham Trent University,United Kingdom
601–800,Obuda University,Hungary
601–800,Ohio University,United States
601–800,Oklahoma State University,United States
601–800,Open University of Catalonia,Spain
601–800,Oxford Brookes University,United Kingdom
601–800,Panjab University,India
601–800,Paris Lodron Universität Salzburg,Austria
601–800,Parthenope University of Naples,Italy
601–800,Polytechnic University of Valencia,Spain
601–800,Pontifical Catholic University of Rio de Janeiro,Brazil
601–800,Prince Sattam Bin Abdulaziz University,Saudi Arabia
601–800,Qassim University,Saudi Arabia
601–800,Qazvin University of Medical Sciences,Iran
601–800,Qingdao University,China
601–800,Rochester Institute of Technology,United States
601–800,Rovira i Virgili University,Spain
601–800,RUDN University,Russian Federation
601–800,Sciences Po,France
601–800,Shahid Beheshti University of Medical Sciences,Iran
601–800,South China Normal University,China
601–800,SRUC,United Kingdom
601–800,Sukkur IBA University,Pakistan
601–800,Sultan Qaboos University,Oman
601–800,SUNY Binghamton University,United States
601–800,Symbiosis International University,India
601–800,Tabriz University of Medical Sciences,Iran
601–800,Taif University,Saudi Arabia
601–800,Tallinn University of Technology,Estonia
601–800,Tashkent Institute of Irrigation and Agricultural Mechanisation,Uzbekistan
601–800,Tecnológico de Monterrey,Mexico
601–800,Texas Tech University,United States
601–800,Thapar Institute of Engineering and Technology,India
601–800,The Catholic University of America,United States
601–800,The Catholic University of Korea,South Korea
601–800,The University of Aizu,Japan
601–800,The University of Jordan,Jordan
601–800,The University of Texas at San Antonio,United States
601–800,Ton Duc Thang University,Vietnam
601–800,Toronto Metropolitan University,Canada
601–800,"UEES, Espiritu Santo University",Ecuador
601–800,UiT The Arctic University of Norway,Norway
601–800,Ulster University,United Kingdom
601–800,Universidade Federal do Rio Grande do Sul,Brazil
601–800,Universitat Politècnica de Catalunya,Spain
601–800,Université Côte d'Azur,France
601–800,Universiti Malaysia Pahang Al-Sultan Abdullah,Malaysia
601–800,Universiti Pendidikan Sultan Idris,Malaysia
601–800,Universiti Putra Malaysia,Malaysia
601–800,Universiti Tenaga Nasional,Malaysia
601–800,University of Alaska Fairbanks,United States
601–800,University of Aveiro,Portugal
601–800,University of Bari Aldo Moro,Italy
601–800,University of Beira Interior,Portugal
601–800,University of Brighton,United Kingdom
601–800,University of Cagliari,Italy
601–800,University of Calabria,Italy
601–800,University of Crete,Greece
601–800,University of Denver,United States
601–800,University of Derby,United Kingdom
601–800,"University of Engineering and Technology, Taxila",Pakistan
601–800,University of Granada,Spain
601–800,University of Haifa,Israel
601–800,University of Ha’il,Saudi Arabia
601–800,University of Hertfordshire,United Kingdom
601–800,University of Insubria,Italy
601–800,University of Kaiserslautern,Germany
601–800,University of L’Aquila,Italy
601–800,University of Lille,France
601–800,University of Lincoln,United Kingdom
601–800,University of Lorraine,France
601–800,University of Malakand,Pakistan
601–800,"University of Maryland, Baltimore County",United States
601–800,University of Minho,Portugal
601–800,University of Mons,Belgium
601–800,"University of Nevada, Las Vegas",United States
601–800,University of New Brunswick UNB,Canada
601–800,University of North Carolina at Charlotte,United States
601–800,University of Palermo,Italy
601–800,University of Parma,Italy
601–800,University of Pretoria,South Africa
601–800,University of Rennes 1,France
601–800,University of Santiago de Compostela,Spain
601–800,University of Sassari,Italy
601–800,University of Stavanger,Norway
601–800,University of Tabriz,Iran
601–800,University of Texas at Arlington,United States
601–800,University of the Basque Country,Spain
601–800,University of the Sunshine Coast,Australia
601–800,University of the Western Cape,South Africa
601–800,UWE Bristol,United Kingdom
601–800,University of the West of Scotland,United Kingdom
601–800,University of Toledo,United States
601–800,University of Tuscia,Italy
